"","Age","Electorate","Sex","count","right_left"
"2198","5–9 Years","Tauranga","Male",2091,0.475155478617683
"2199","10–14 Years","Tauranga","Male",2211,0.475155478617683
"2200","15–19 Years","Tauranga","Male",2019,0.475155478617683
"2201","20–24 Years","Tauranga","Male",1716,0.475155478617683
"2202","25–29 Years","Tauranga","Male",1653,0.475155478617683
"2203","30–34 Years","Tauranga","Male",1563,0.475155478617683
"2204","35–39 Years","Tauranga","Male",1746,0.475155478617683
"2205","40–44 Years","Tauranga","Male",2004,0.475155478617683
"2206","45–49 Years","Tauranga","Male",1956,0.475155478617683
"2207","50–54 Years","Tauranga","Male",2073,0.475155478617683
"2208","55–59 Years","Tauranga","Male",1812,0.475155478617683
"2209","60–64 Years","Tauranga","Male",1698,0.475155478617683
"2210","65–69 Years","Tauranga","Male",1581,0.475155478617683
"2211","70–74 Years","Tauranga","Male",1314,0.475155478617683
"2212","75–79 Years","Tauranga","Male",1038,0.475155478617683
"2213","80–84 Years","Tauranga","Male",906,0.475155478617683
"2214","85 Years And Over","Tauranga","Male",699,0.475155478617683
"2215","0–4 Years","Tauranga","Female",1944,0.475155478617683
"2216","5–9 Years","Tauranga","Female",1926,0.475155478617683
"2217","10–14 Years","Tauranga","Female",2067,0.475155478617683
"2218","15–19 Years","Tauranga","Female",1917,0.475155478617683
"2219","20–24 Years","Tauranga","Female",1800,0.475155478617683
"2220","25–29 Years","Tauranga","Female",1779,0.475155478617683
"2221","30–34 Years","Tauranga","Female",1797,0.475155478617683
"2222","35–39 Years","Tauranga","Female",1977,0.475155478617683
"2223","40–44 Years","Tauranga","Female",2373,0.475155478617683
"2224","45–49 Years","Tauranga","Female",2313,0.475155478617683
"2225","50–54 Years","Tauranga","Female",2403,0.475155478617683
"2226","55–59 Years","Tauranga","Female",2184,0.475155478617683
"2227","60–64 Years","Tauranga","Female",1947,0.475155478617683
"2228","65–69 Years","Tauranga","Female",1866,0.475155478617683
"2229","70–74 Years","Tauranga","Female",1626,0.475155478617683
"2230","75–79 Years","Tauranga","Female",1365,0.475155478617683
"2231","80–84 Years","Tauranga","Female",1140,0.475155478617683
"2232","85 Years And Over","Tauranga","Female",1299,0.475155478617683
"2233","0–4 Years","Tāmaki","Male",2076,0.484686661085934
"2234","5–9 Years","Tāmaki","Male",2181,0.484686661085934
"2235","10–14 Years","Tāmaki","Male",1986,0.484686661085934
"2236","15–19 Years","Tāmaki","Male",1797,0.484686661085934
"2237","20–24 Years","Tāmaki","Male",1686,0.484686661085934
"2238","25–29 Years","Tāmaki","Male",1650,0.484686661085934
"2239","30–34 Years","Tāmaki","Male",1725,0.484686661085934
"2240","35–39 Years","Tāmaki","Male",1896,0.484686661085934
"2241","40–44 Years","Tāmaki","Male",2133,0.484686661085934
"2242","45–49 Years","Tāmaki","Male",2106,0.484686661085934
"2243","50–54 Years","Tāmaki","Male",1926,0.484686661085934
"2244","55–59 Years","Tāmaki","Male",1764,0.484686661085934
"2245","60–64 Years","Tāmaki","Male",1641,0.484686661085934
"2246","65–69 Years","Tāmaki","Male",1311,0.484686661085934
"2247","70–74 Years","Tāmaki","Male",960,0.484686661085934
"2248","75–79 Years","Tāmaki","Male",624,0.484686661085934
"2249","80–84 Years","Tāmaki","Male",474,0.484686661085934
"2250","85 Years And Over","Tāmaki","Male",432,0.484686661085934
"2251","0–4 Years","Tāmaki","Female",2034,0.484686661085934
"2252","5–9 Years","Tāmaki","Female",2097,0.484686661085934
"2253","10–14 Years","Tāmaki","Female",1818,0.484686661085934
"2254","15–19 Years","Tāmaki","Female",1734,0.484686661085934
"2255","20–24 Years","Tāmaki","Female",1806,0.484686661085934
"2256","25–29 Years","Tāmaki","Female",1734,0.484686661085934
"2257","30–34 Years","Tāmaki","Female",1932,0.484686661085934
"2258","35–39 Years","Tāmaki","Female",2310,0.484686661085934
"2259","40–44 Years","Tāmaki","Female",2547,0.484686661085934
"2260","45–49 Years","Tāmaki","Female",2370,0.484686661085934
"2261","50–54 Years","Tāmaki","Female",2226,0.484686661085934
"2262","55–59 Years","Tāmaki","Female",2127,0.484686661085934
"2263","60–64 Years","Tāmaki","Female",1812,0.484686661085934
"2264","65–69 Years","Tāmaki","Female",1464,0.484686661085934
"2265","70–74 Years","Tāmaki","Female",1050,0.484686661085934
"2266","75–79 Years","Tāmaki","Female",816,0.484686661085934
"2267","80–84 Years","Tāmaki","Female",708,0.484686661085934
"2268","85 Years And Over","Tāmaki","Female",900,0.484686661085934
"2269","0–4 Years","Clutha-Southland","Male",2319,0.500302711659179
"2270","5–9 Years","Clutha-Southland","Male",2208,0.500302711659179
"2271","10–14 Years","Clutha-Southland","Male",2130,0.500302711659179
"2272","15–19 Years","Clutha-Southland","Male",1950,0.500302711659179
"2273","20–24 Years","Clutha-Southland","Male",1995,0.500302711659179
"2274","25–29 Years","Clutha-Southland","Male",2238,0.500302711659179
"2275","30–34 Years","Clutha-Southland","Male",2217,0.500302711659179
"2276","35–39 Years","Clutha-Southland","Male",2313,0.500302711659179
"2277","40–44 Years","Clutha-Southland","Male",2481,0.500302711659179
"2278","45–49 Years","Clutha-Southland","Male",2364,0.500302711659179
"2279","50–54 Years","Clutha-Southland","Male",2439,0.500302711659179
"2280","55–59 Years","Clutha-Southland","Male",2190,0.500302711659179
"2281","60–64 Years","Clutha-Southland","Male",1926,0.500302711659179
"2282","65–69 Years","Clutha-Southland","Male",1557,0.500302711659179
"2283","70–74 Years","Clutha-Southland","Male",1164,0.500302711659179
"2284","75–79 Years","Clutha-Southland","Male",780,0.500302711659179
"2285","80–84 Years","Clutha-Southland","Male",555,0.500302711659179
"2286","85 Years And Over","Clutha-Southland","Male",357,0.500302711659179
"2287","0–4 Years","Clutha-Southland","Female",2241,0.500302711659179
"2288","5–9 Years","Clutha-Southland","Female",2073,0.500302711659179
"2289","10–14 Years","Clutha-Southland","Female",2067,0.500302711659179
"2290","15–19 Years","Clutha-Southland","Female",1725,0.500302711659179
"2291","20–24 Years","Clutha-Southland","Female",1755,0.500302711659179
"2292","25–29 Years","Clutha-Southland","Female",2139,0.500302711659179
"2293","30–34 Years","Clutha-Southland","Female",2355,0.500302711659179
"2294","35–39 Years","Clutha-Southland","Female",2262,0.500302711659179
"2295","40–44 Years","Clutha-Southland","Female",2517,0.500302711659179
"2296","45–49 Years","Clutha-Southland","Female",2412,0.500302711659179
"2297","50–54 Years","Clutha-Southland","Female",2373,0.500302711659179
"2298","55–59 Years","Clutha-Southland","Female",1983,0.500302711659179
"2299","60–64 Years","Clutha-Southland","Female",1695,0.500302711659179
"2300","65–69 Years","Clutha-Southland","Female",1482,0.500302711659179
"2301","70–74 Years","Clutha-Southland","Female",1161,0.500302711659179
"2302","75–79 Years","Clutha-Southland","Female",792,0.500302711659179
"2303","80–84 Years","Clutha-Southland","Female",633,0.500302711659179
"2304","85 Years And Over","Clutha-Southland","Female",600,0.500302711659179
"2305","0–4 Years","Pakuranga","Male",1869,0.500851144316247
"2306","5–9 Years","Pakuranga","Male",2055,0.500851144316247
"2307","10–14 Years","Pakuranga","Male",2274,0.500851144316247
"2308","15–19 Years","Pakuranga","Male",2457,0.500851144316247
"2309","20–24 Years","Pakuranga","Male",2106,0.500851144316247
"2310","25–29 Years","Pakuranga","Male",1632,0.500851144316247
"2311","30–34 Years","Pakuranga","Male",1674,0.500851144316247
"2312","35–39 Years","Pakuranga","Male",1818,0.500851144316247
"2313","40–44 Years","Pakuranga","Male",2232,0.500851144316247
"2314","45–49 Years","Pakuranga","Male",2403,0.500851144316247
"2315","50–54 Years","Pakuranga","Male",2097,0.500851144316247
"2316","55–59 Years","Pakuranga","Male",1743,0.500851144316247
"2317","60–64 Years","Pakuranga","Male",1593,0.500851144316247
"2318","65–69 Years","Pakuranga","Male",1323,0.500851144316247
"2319","70–74 Years","Pakuranga","Male",1050,0.500851144316247
"2320","75–79 Years","Pakuranga","Male",711,0.500851144316247
"2321","80–84 Years","Pakuranga","Male",531,0.500851144316247
"2322","85 Years And Over","Pakuranga","Male",399,0.500851144316247
"2323","0–4 Years","Pakuranga","Female",1779,0.500851144316247
"2324","5–9 Years","Pakuranga","Female",1878,0.500851144316247
"2325","10–14 Years","Pakuranga","Female",2115,0.500851144316247
"2326","15–19 Years","Pakuranga","Female",2355,0.500851144316247
"2327","20–24 Years","Pakuranga","Female",1905,0.500851144316247
"2328","25–29 Years","Pakuranga","Female",1725,0.500851144316247
"2329","30–34 Years","Pakuranga","Female",1899,0.500851144316247
"2330","35–39 Years","Pakuranga","Female",2133,0.500851144316247
"2331","40–44 Years","Pakuranga","Female",2694,0.500851144316247
"2332","45–49 Years","Pakuranga","Female",2508,0.500851144316247
"2333","50–54 Years","Pakuranga","Female",2286,0.500851144316247
"2334","55–59 Years","Pakuranga","Female",1932,0.500851144316247
"2335","60–64 Years","Pakuranga","Female",1689,0.500851144316247
"2336","65–69 Years","Pakuranga","Female",1467,0.500851144316247
"2337","70–74 Years","Pakuranga","Female",1158,0.500851144316247
"2338","75–79 Years","Pakuranga","Female",789,0.500851144316247
"2339","80–84 Years","Pakuranga","Female",687,0.500851144316247
"2340","85 Years And Over","Pakuranga","Female",855,0.500851144316247
"2341","0–4 Years","Bay of Plenty","Male",2349,0.506688692384932
"2342","5–9 Years","Bay of Plenty","Male",2433,0.506688692384932
"2343","10–14 Years","Bay of Plenty","Male",2397,0.506688692384932
"2344","15–19 Years","Bay of Plenty","Male",2019,0.506688692384932
"2345","20–24 Years","Bay of Plenty","Male",1440,0.506688692384932
"2346","25–29 Years","Bay of Plenty","Male",1359,0.506688692384932
"2347","30–34 Years","Bay of Plenty","Male",1515,0.506688692384932
"2348","35–39 Years","Bay of Plenty","Male",1827,0.506688692384932
"2349","40–44 Years","Bay of Plenty","Male",2175,0.506688692384932
"2350","45–49 Years","Bay of Plenty","Male",2223,0.506688692384932
"2351","50–54 Years","Bay of Plenty","Male",2106,0.506688692384932
"2352","55–59 Years","Bay of Plenty","Male",1974,0.506688692384932
"2353","60–64 Years","Bay of Plenty","Male",1815,0.506688692384932
"2354","65–69 Years","Bay of Plenty","Male",1800,0.506688692384932
"2355","70–74 Years","Bay of Plenty","Male",1500,0.506688692384932
"2356","75–79 Years","Bay of Plenty","Male",996,0.506688692384932
"2357","80–84 Years","Bay of Plenty","Male",732,0.506688692384932
"2358","85 Years And Over","Bay of Plenty","Male",507,0.506688692384932
"2359","0–4 Years","Bay of Plenty","Female",2223,0.506688692384932
"2360","5–9 Years","Bay of Plenty","Female",2394,0.506688692384932
"2361","10–14 Years","Bay of Plenty","Female",2319,0.506688692384932
"2362","15–19 Years","Bay of Plenty","Female",1905,0.506688692384932
"2363","20–24 Years","Bay of Plenty","Female",1539,0.506688692384932
"2364","25–29 Years","Bay of Plenty","Female",1602,0.506688692384932
"2365","30–34 Years","Bay of Plenty","Female",1767,0.506688692384932
"2366","35–39 Years","Bay of Plenty","Female",2145,0.506688692384932
"2367","40–44 Years","Bay of Plenty","Female",2511,0.506688692384932
"2368","45–49 Years","Bay of Plenty","Female",2427,0.506688692384932
"2369","50–54 Years","Bay of Plenty","Female",2397,0.506688692384932
"2370","55–59 Years","Bay of Plenty","Female",2232,0.506688692384932
"2371","60–64 Years","Bay of Plenty","Female",1965,0.506688692384932
"2372","65–69 Years","Bay of Plenty","Female",1968,0.506688692384932
"2373","70–74 Years","Bay of Plenty","Female",1659,0.506688692384932
"2374","75–79 Years","Bay of Plenty","Female",1104,0.506688692384932
"2375","80–84 Years","Bay of Plenty","Female",828,0.506688692384932
"2376","85 Years And Over","Bay of Plenty","Female",744,0.506688692384932
"2377","0–4 Years","Waikato","Male",2784,0.518695458309446
"2378","5–9 Years","Waikato","Male",2934,0.518695458309446
"2379","10–14 Years","Waikato","Male",3048,0.518695458309446
"2380","15–19 Years","Waikato","Male",2664,0.518695458309446
"2381","20–24 Years","Waikato","Male",2142,0.518695458309446
"2382","25–29 Years","Waikato","Male",1872,0.518695458309446
"2383","30–34 Years","Waikato","Male",1782,0.518695458309446
"2384","35–39 Years","Waikato","Male",2076,0.518695458309446
"2385","40–44 Years","Waikato","Male",2652,0.518695458309446
"2386","45–49 Years","Waikato","Male",2679,0.518695458309446
"2387","50–54 Years","Waikato","Male",2742,0.518695458309446
"2388","55–59 Years","Waikato","Male",2367,0.518695458309446
"2389","60–64 Years","Waikato","Male",2013,0.518695458309446
"2390","65–69 Years","Waikato","Male",1725,0.518695458309446
"2391","70–74 Years","Waikato","Male",1266,0.518695458309446
"2392","75–79 Years","Waikato","Male",852,0.518695458309446
"2393","80–84 Years","Waikato","Male",600,0.518695458309446
"2394","85 Years And Over","Waikato","Male",402,0.518695458309446
"2395","0–4 Years","Waikato","Female",2655,0.518695458309446
"2396","5–9 Years","Waikato","Female",2973,0.518695458309446
"2397","10–14 Years","Waikato","Female",2925,0.518695458309446
"2398","15–19 Years","Waikato","Female",2433,0.518695458309446
"2399","20–24 Years","Waikato","Female",2001,0.518695458309446
"2400","25–29 Years","Waikato","Female",1830,0.518695458309446
"2401","30–34 Years","Waikato","Female",2001,0.518695458309446
"2402","35–39 Years","Waikato","Female",2268,0.518695458309446
"2403","40–44 Years","Waikato","Female",2925,0.518695458309446
"2404","45–49 Years","Waikato","Female",2835,0.518695458309446
"2405","50–54 Years","Waikato","Female",2787,0.518695458309446
"2406","55–59 Years","Waikato","Female",2346,0.518695458309446
"2407","60–64 Years","Waikato","Female",1938,0.518695458309446
"2408","65–69 Years","Waikato","Female",1674,0.518695458309446
"2409","70–74 Years","Waikato","Female",1287,0.518695458309446
"2410","75–79 Years","Waikato","Female",900,0.518695458309446
"2411","80–84 Years","Waikato","Female",756,0.518695458309446
"2412","85 Years And Over","Waikato","Female",702,0.518695458309446
"2413","0–4 Years","Rodney","Male",1800,0.522882291342371
"2414","5–9 Years","Rodney","Male",1965,0.522882291342371
"2415","10–14 Years","Rodney","Male",2187,0.522882291342371
"2416","15–19 Years","Rodney","Male",2016,0.522882291342371
"2417","20–24 Years","Rodney","Male",1443,0.522882291342371
"2418","25–29 Years","Rodney","Male",1077,0.522882291342371
"2419","30–34 Years","Rodney","Male",1290,0.522882291342371
"2420","35–39 Years","Rodney","Male",1515,0.522882291342371
"2421","40–44 Years","Rodney","Male",2124,0.522882291342371
"2422","45–49 Years","Rodney","Male",2223,0.522882291342371
"2423","50–54 Years","Rodney","Male",2148,0.522882291342371
"2424","55–59 Years","Rodney","Male",1809,0.522882291342371
"2425","60–64 Years","Rodney","Male",1869,0.522882291342371
"2426","65–69 Years","Rodney","Male",1959,0.522882291342371
"2427","70–74 Years","Rodney","Male",1659,0.522882291342371
"2428","75–79 Years","Rodney","Male",1125,0.522882291342371
"2429","80–84 Years","Rodney","Male",918,0.522882291342371
"2430","85 Years And Over","Rodney","Male",708,0.522882291342371
"2431","0–4 Years","Rodney","Female",1716,0.522882291342371
"2432","5–9 Years","Rodney","Female",2019,0.522882291342371
"2433","10–14 Years","Rodney","Female",2031,0.522882291342371
"2434","15–19 Years","Rodney","Female",1941,0.522882291342371
"2435","20–24 Years","Rodney","Female",1293,0.522882291342371
"2436","25–29 Years","Rodney","Female",1230,0.522882291342371
"2437","30–34 Years","Rodney","Female",1422,0.522882291342371
"2438","35–39 Years","Rodney","Female",1842,0.522882291342371
"2439","40–44 Years","Rodney","Female",2490,0.522882291342371
"2440","45–49 Years","Rodney","Female",2472,0.522882291342371
"2441","50–54 Years","Rodney","Female",2334,0.522882291342371
"2442","55–59 Years","Rodney","Female",2016,0.522882291342371
"2443","60–64 Years","Rodney","Female",2148,0.522882291342371
"2444","65–69 Years","Rodney","Female",2178,0.522882291342371
"2445","70–74 Years","Rodney","Female",1770,0.522882291342371
"2446","75–79 Years","Rodney","Female",1383,0.522882291342371
"2447","80–84 Years","Rodney","Female",1062,0.522882291342371
"2448","85 Years And Over","Rodney","Female",1101,0.522882291342371
"2449","0–4 Years","Taranaki-King Country","Male",2562,0.523118279569892
"2450","5–9 Years","Taranaki-King Country","Male",2673,0.523118279569892
"2451","10–14 Years","Taranaki-King Country","Male",2625,0.523118279569892
"2452","15–19 Years","Taranaki-King Country","Male",2343,0.523118279569892
"2453","20–24 Years","Taranaki-King Country","Male",1785,0.523118279569892
"2454","25–29 Years","Taranaki-King Country","Male",1659,0.523118279569892
"2455","30–34 Years","Taranaki-King Country","Male",1809,0.523118279569892
"2456","35–39 Years","Taranaki-King Country","Male",1971,0.523118279569892
"2457","40–44 Years","Taranaki-King Country","Male",2337,0.523118279569892
"2458","45–49 Years","Taranaki-King Country","Male",2412,0.523118279569892
"2459","50–54 Years","Taranaki-King Country","Male",2622,0.523118279569892
"2460","55–59 Years","Taranaki-King Country","Male",2349,0.523118279569892
"2461","60–64 Years","Taranaki-King Country","Male",1989,0.523118279569892
"2462","65–69 Years","Taranaki-King Country","Male",1647,0.523118279569892
"2463","70–74 Years","Taranaki-King Country","Male",1218,0.523118279569892
"2464","75–79 Years","Taranaki-King Country","Male",813,0.523118279569892
"2465","80–84 Years","Taranaki-King Country","Male",516,0.523118279569892
"2466","85 Years And Over","Taranaki-King Country","Male",357,0.523118279569892
"2467","0–4 Years","Taranaki-King Country","Female",2349,0.523118279569892
"2468","5–9 Years","Taranaki-King Country","Female",2505,0.523118279569892
"2469","10–14 Years","Taranaki-King Country","Female",2481,0.523118279569892
"2470","15–19 Years","Taranaki-King Country","Female",2094,0.523118279569892
"2471","20–24 Years","Taranaki-King Country","Female",1677,0.523118279569892
"2472","25–29 Years","Taranaki-King Country","Female",1755,0.523118279569892
"2473","30–34 Years","Taranaki-King Country","Female",1884,0.523118279569892
"2474","35–39 Years","Taranaki-King Country","Female",2196,0.523118279569892
"2475","40–44 Years","Taranaki-King Country","Female",2550,0.523118279569892
"2476","45–49 Years","Taranaki-King Country","Female",2565,0.523118279569892
"2477","50–54 Years","Taranaki-King Country","Female",2592,0.523118279569892
"2478","55–59 Years","Taranaki-King Country","Female",2367,0.523118279569892
"2479","60–64 Years","Taranaki-King Country","Female",2004,0.523118279569892
"2480","65–69 Years","Taranaki-King Country","Female",1530,0.523118279569892
"2481","70–74 Years","Taranaki-King Country","Female",1224,0.523118279569892
"2482","75–79 Years","Taranaki-King Country","Female",852,0.523118279569892
"2483","80–84 Years","Taranaki-King Country","Female",648,0.523118279569892
"2484","85 Years And Over","Taranaki-King Country","Female",570,0.523118279569892
"2485","0–4 Years","East Coast Bays","Male",1791,0.546826018808777
"2486","5–9 Years","East Coast Bays","Male",1806,0.546826018808777
"2487","10–14 Years","East Coast Bays","Male",2037,0.546826018808777
"2488","15–19 Years","East Coast Bays","Male",2421,0.546826018808777
"2489","20–24 Years","East Coast Bays","Male",2298,0.546826018808777
"2490","25–29 Years","East Coast Bays","Male",1734,0.546826018808777
"2491","30–34 Years","East Coast Bays","Male",1746,0.546826018808777
"2492","35–39 Years","East Coast Bays","Male",1686,0.546826018808777
"2493","40–44 Years","East Coast Bays","Male",2205,0.546826018808777
"2494","45–49 Years","East Coast Bays","Male",2298,0.546826018808777
"2495","50–54 Years","East Coast Bays","Male",2151,0.546826018808777
"2496","55–59 Years","East Coast Bays","Male",1815,0.546826018808777
"2497","60–64 Years","East Coast Bays","Male",1491,0.546826018808777
"2498","65–69 Years","East Coast Bays","Male",1146,0.546826018808777
"2499","70–74 Years","East Coast Bays","Male",816,0.546826018808777
"2500","75–79 Years","East Coast Bays","Male",603,0.546826018808777
"2501","80–84 Years","East Coast Bays","Male",426,0.546826018808777
"2502","85 Years And Over","East Coast Bays","Male",339,0.546826018808777
"2503","0–4 Years","East Coast Bays","Female",1767,0.546826018808777
"2504","5–9 Years","East Coast Bays","Female",1839,0.546826018808777
"2505","10–14 Years","East Coast Bays","Female",2010,0.546826018808777
"2506","15–19 Years","East Coast Bays","Female",2349,0.546826018808777
"2507","20–24 Years","East Coast Bays","Female",2097,0.546826018808777
"2508","25–29 Years","East Coast Bays","Female",1770,0.546826018808777
"2509","30–34 Years","East Coast Bays","Female",1806,0.546826018808777
"2510","35–39 Years","East Coast Bays","Female",1950,0.546826018808777
"2511","40–44 Years","East Coast Bays","Female",2715,0.546826018808777
"2512","45–49 Years","East Coast Bays","Female",2520,0.546826018808777
"2513","50–54 Years","East Coast Bays","Female",2301,0.546826018808777
"2514","55–59 Years","East Coast Bays","Female",1911,0.546826018808777
"2515","60–64 Years","East Coast Bays","Female",1548,0.546826018808777
"2516","65–69 Years","East Coast Bays","Female",1224,0.546826018808777
"2517","70–74 Years","East Coast Bays","Female",939,0.546826018808777
"2518","75–79 Years","East Coast Bays","Female",699,0.546826018808777
"2519","80–84 Years","East Coast Bays","Female",558,0.546826018808777
"2520","85 Years And Over","East Coast Bays","Female",744,0.546826018808777
"2521","0–4 Years","Hunua","Male",2382,0.566051891216005
"2522","5–9 Years","Hunua","Male",2676,0.566051891216005
"2523","10–14 Years","Hunua","Male",2625,0.566051891216005
"2524","15–19 Years","Hunua","Male",2316,0.566051891216005
"2525","20–24 Years","Hunua","Male",1716,0.566051891216005
"2526","25–29 Years","Hunua","Male",1446,0.566051891216005
"2527","30–34 Years","Hunua","Male",1554,0.566051891216005
"2528","35–39 Years","Hunua","Male",1968,0.566051891216005
"2529","40–44 Years","Hunua","Male",2493,0.566051891216005
"2530","45–49 Years","Hunua","Male",2532,0.566051891216005
"2531","50–54 Years","Hunua","Male",2403,0.566051891216005
"2532","55–59 Years","Hunua","Male",1968,0.566051891216005
"2533","60–64 Years","Hunua","Male",1761,0.566051891216005
"2534","65–69 Years","Hunua","Male",1446,0.566051891216005
"2535","70–74 Years","Hunua","Male",1107,0.566051891216005
"2536","75–79 Years","Hunua","Male",702,0.566051891216005
"2537","80–84 Years","Hunua","Male",441,0.566051891216005
"2538","85 Years And Over","Hunua","Male",306,0.566051891216005
"2539","0–4 Years","Hunua","Female",2277,0.566051891216005
"2540","5–9 Years","Hunua","Female",2364,0.566051891216005
"2541","10–14 Years","Hunua","Female",2496,0.566051891216005
"2542","15–19 Years","Hunua","Female",2115,0.566051891216005
"2543","20–24 Years","Hunua","Female",1662,0.566051891216005
"2544","25–29 Years","Hunua","Female",1545,0.566051891216005
"2545","30–34 Years","Hunua","Female",1848,0.566051891216005
"2546","35–39 Years","Hunua","Female",2292,0.566051891216005
"2547","40–44 Years","Hunua","Female",2877,0.566051891216005
"2548","45–49 Years","Hunua","Female",2622,0.566051891216005
"2549","50–54 Years","Hunua","Female",2466,0.566051891216005
"2550","55–59 Years","Hunua","Female",1971,0.566051891216005
"2551","60–64 Years","Hunua","Female",1830,0.566051891216005
"2552","65–69 Years","Hunua","Female",1512,0.566051891216005
"2553","70–74 Years","Hunua","Female",1152,0.566051891216005
"2554","75–79 Years","Hunua","Female",705,0.566051891216005
"2555","80–84 Years","Hunua","Female",531,0.566051891216005
"2556","85 Years And Over","Hunua","Female",546,0.566051891216005
